date,bio_age_5_17,bio_age_17_,bio_total,demo_age_5_17,demo_age_17_,demo_total,age_0_5,age_5_17,age_18_greater,enrol_total,weekday,week,month,day_num,bio_total_lag_1,bio_total_lag_7,bio_total_lag_30,bio_total_rolling_mean_7,bio_total_rolling_std_7,bio_total_rolling_min_7,bio_total_rolling_max_7,bio_total_rolling_median_7,bio_total_rolling_mean_14,bio_total_rolling_std_14,bio_total_rolling_min_14,bio_total_rolling_max_14,bio_total_rolling_median_14,bio_total_rolling_mean_30,bio_total_rolling_std_30,bio_total_rolling_min_30,bio_total_rolling_max_30,bio_total_rolling_median_30,bio_total_z_score,bio_total_deviation_from_baseline,bio_total_pct_change_from_baseline,bio_total_iqr_q1,bio_total_iqr_q3,bio_total_iqr,bio_total_iqr_lower_bound,bio_total_iqr_upper_bound,bio_total_outside_iqr,demo_total_lag_1,demo_total_lag_7,demo_total_lag_30,demo_total_rolling_mean_7,demo_total_rolling_std_7,demo_total_rolling_min_7,demo_total_rolling_max_7,demo_total_rolling_median_7,demo_total_rolling_mean_14,demo_total_rolling_std_14,demo_total_rolling_min_14,demo_total_rolling_max_14,demo_total_rolling_median_14,demo_total_rolling_mean_30,demo_total_rolling_std_30,demo_total_rolling_min_30,demo_total_rolling_max_30,demo_total_rolling_median_30,demo_total_z_score,demo_total_deviation_from_baseline,demo_total_pct_change_from_baseline,demo_total_iqr_q1,demo_total_iqr_q3,demo_total_iqr,demo_total_iqr_lower_bound,demo_total_iqr_upper_bound,demo_total_outside_iqr,enrol_total_lag_1,enrol_total_lag_7,enrol_total_lag_30,enrol_total_rolling_mean_7,enrol_total_rolling_std_7,enrol_total_rolling_min_7,enrol_total_rolling_max_7,enrol_total_rolling_median_7,enrol_total_rolling_mean_14,enrol_total_rolling_std_14,enrol_total_rolling_min_14,enrol_total_rolling_max_14,enrol_total_rolling_median_14,enrol_total_rolling_mean_30,enrol_total_rolling_std_30,enrol_total_rolling_min_30,enrol_total_rolling_max_30,enrol_total_rolling_median_30,enrol_total_z_score,enrol_total_deviation_from_baseline,enrol_total_pct_change_from_baseline,enrol_total_iqr_q1,enrol_total_iqr_q3,enrol_total_iqr,enrol_total_iqr_lower_bound,enrol_total_iqr_upper_bound,enrol_total_outside_iqr,day_of_week,day_of_week_sin,day_of_week_cos,month_sin,month_cos,quarter,week_of_year,day_of_month,year
2025-09-07,16977.0,14991.0,31968.0,8072.0,68481.0,76553.0,10305.0,4197.0,156.0,14658.0,Sunday,36,9,190,236458.0,9792552.0,,223237.57142857142,114065.87369862762,31968.0,317180.0,272576.0,2555438.5,3962015.3392665777,0.0,9792552.0,287280.0,2099921.9523809524,3688823.239211273,0.0,9792552.0,94291.0,-0.7697934215304484,-2067953.9523809524,-98.47761081120845,0.0,317180.0,317180.0,-475770.0,792950.0,0,272709.0,1510892.0,,261530.14285714287,96849.92316540092,76553.0,344196.0,276818.0,444971.21428571426,467049.4770043402,0.0,1510892.0,300055.0,686654.7142857143,1771792.1756889026,0.0,8190152.0,194555.0,-0.49858337271567,-610101.7142857143,-88.85118139887113,0.0,344196.0,344196.0,-516294.0,860490.0,0,58957.0,616868.0,,55500.857142857145,24952.333394084184,14658.0,76496.0,65349.0,118937.42857142857,165091.20158017753,67.0,616868.0,68668.5,79940.19047619047,144606.89401325895,0.0,616868.0,14658.0,-1.20262252864546,-65282.19047619047,-81.66276995291182,576.0,74989.0,74413.0,-111043.5,186608.5,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,3,36,7,2025
2025-09-08,195394.0,192531.0,387925.0,46026.0,386496.0,432522.0,57659.0,24816.0,878.0,83353.0,Monday,37,9,191,31968.0,317180.0,,233344.0,126258.94767637474,31968.0,387925.0,272576.0,2583147.4285714286,3944084.684600193,0.0,9792552.0,305095.0,2022103.9090909092,3618379.320943825,0.0,9792552.0,165374.5,-0.44557813930279805,-1634178.9090909092,-80.81573323639265,0.0,370238.75,370238.75,-555358.125,925596.875,0,76553.0,344196.0,,274148.14285714284,113702.47689098098,76553.0,432522.0,276818.0,475865.64285714284,449320.0729109585,0.0,1510892.0,332940.0,675103.2272727273,1729940.7931290304,0.0,8190152.0,233632.0,-0.0964283733574642,-242581.2272727273,-35.932411244512885,0.0,410440.5,410440.5,-615660.75,1026101.25,0,14658.0,74989.0,,56695.71428571428,26209.648399742033,14658.0,83353.0,65349.0,124698.07142857143,162103.43669847364,67.0,616868.0,73488.5,80095.31818181818,141123.75416309055,0.0,616868.0,20363.5,1.4723140293070007,3257.6818181818235,4.067205449802206,1108.0,76119.25,75011.25,-111408.875,188636.125,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,3,37,8,2025
2025-09-09,210419.0,200897.0,411316.0,42752.0,366516.0,409268.0,60515.0,27138.0,855.0,88508.0,Tuesday,37,9,192,387925.0,301984.0,,248962.85714285713,141952.38257066472,31968.0,411316.0,272576.0,2612527.1428571427,3924847.559614021,0.0,9792552.0,312693.0,1952069.652173913,3551106.5782930846,0.0,9792552.0,236458.0,-0.42427298259401874,-1540753.652173913,-78.9291950298039,0.0,399620.5,399620.5,-599430.75,999051.25,0,432522.0,342588.0,,283673.85714285716,122819.45192494577,76553.0,432522.0,276818.0,505099.0714285714,428824.30435812,0.0,1510892.0,343392.0,663545.1739130435,1691075.423465619,0.0,8190152.0,272709.0,-0.12269951594312675,-254277.17391304346,-38.32094644047575,0.0,420895.0,420895.0,-631342.5,1052237.5,0,83353.0,76496.0,,58411.71428571428,28050.643579748757,14658.0,88508.0,65349.0,131006.42857142857,158565.29587315334,67.0,616868.0,75742.5,80461.08695652174,137890.25443344197,0.0,616868.0,26069.0,1.6730462216972029,8046.913043478256,10.000875378520151,1640.0,79924.5,78284.5,-115786.75,197351.25,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,3,37,9,2025
2025-09-10,189155.0,176558.0,365713.0,40285.0,344775.0,385060.0,57752.0,25725.0,823.0,84300.0,Wednesday,37,9,193,411316.0,308206.0,,257178.14285714287,147507.7867723882,31968.0,411316.0,272576.0,2638649.5,3907299.7876310903,31968.0,9792552.0,341446.5,1885971.4583333333,3488113.6461038277,0.0,9792552.0,254517.0,-0.46580943086003834,-1520258.4583333333,-80.60873061088137,0.0,393772.75,393772.75,-590659.125,984431.875,0,409268.0,276818.0,,299137.0,128495.19595689642,76553.0,432522.0,323292.0,532603.3571428572,405658.7423856903,76553.0,1510892.0,364628.0,651941.625,1654881.0085745903,0.0,8190152.0,274763.5,-0.15004843740669085,-266881.625,-40.93636690805422,0.0,415081.5,415081.5,-622622.25,1037703.75,0,88508.0,71988.0,,60170.57142857143,29397.46130114616,14658.0,88508.0,65349.0,137023.07142857142,154767.30581919738,14658.0,616868.0,79924.5,80621.04166666667,134861.60588946412,0.0,616868.0,42513.0,1.5091895649410496,3678.9583333333285,4.563216531459288,2172.0,83589.75,81417.75,-119954.625,205716.375,0,2,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,37,10,2025
2025-09-11,223290.0,189311.0,412601.0,35747.0,305379.0,341126.0,48577.0,23835.0,794.0,73206.0,Thursday,37,9,194,365713.0,272576.0,,277181.71428571426,158991.3275305193,31968.0,412601.0,365713.0,2050858.2142857143,3536108.67832581,31968.0,9792552.0,341446.5,1827036.64,3427362.5323412055,0.0,9792552.0,272576.0,-0.4231025697698222,-1414435.64,-77.41688562037507,0.0,411316.0,411316.0,-616974.0,1028290.0,0,385060.0,323292.0,,301684.71428571426,129228.65295245468,76553.0,432522.0,341126.0,492163.64285714284,393470.89664296235,76553.0,1510892.0,343392.0,639509.0,1621229.710835189,0.0,8190152.0,276818.0,-0.1996827531527345,-298383.0,-46.65806633203546,0.0,409268.0,409268.0,-613902.0,1023170.0,0,84300.0,65349.0,,61293.0,29775.694058521487,14658.0,88508.0,73206.0,123863.64285714286,151539.8962688385,14658.0,616868.0,75742.5,80324.44,132030.4252530706,0.0,616868.0,58957.0,1.0771967536167233,-7118.440000000002,-8.861999386495738,2704.0,83353.0,80649.0,-118269.5,204326.5,0,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,3,37,11,2025
2025-09-12,240501.0,192154.0,432655.0,42433.0,332753.0,375186.0,53360.0,24703.0,797.0,78860.0,Friday,37,9,195,412601.0,94291.0,,325519.4285714286,144934.83605962736,31968.0,432655.0,387925.0,1518908.142857143,3128423.637854273,31968.0,9792552.0,341446.5,1773406.576923077,3369231.6848621396,0.0,9792552.0,287280.0,-0.4048368430955517,-1340751.576923077,-75.60312667939127,0.0,412279.75,412279.75,-618419.625,1030699.375,0,341126.0,194555.0,,327489.14285714284,122109.82218537571,76553.0,432522.0,375186.0,451836.35714285716,372436.62892417196,76553.0,1510892.0,343392.0,629342.7307692308,1589319.8303251758,0.0,8190152.0,300055.0,-0.1612035617676968,-254156.73076923075,-40.38440654021952,0.0,403216.0,403216.0,-604824.0,1008040.0,0,73206.0,26069.0,,68834.57142857143,25785.312213591405,14658.0,88508.0,78860.0,116381.07142857143,150947.66325017033,14658.0,616868.0,75742.5,80268.11538461539,129363.18776540007,0.0,616868.0,62153.0,1.2973596664730187,-1408.1153846153902,-1.754243058327355,2803.5,82229.75,79426.25,-116335.875,201369.125,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,3,37,12,2025
2025-09-13,186838.0,120248.0,307086.0,31086.0,225670.0,256756.0,38517.0,17338.0,374.0,56229.0,Saturday,37,9,196,432655.0,236458.0,,335609.14285714284,140078.47628557423,31968.0,432655.0,387925.0,976607.9285714285,2540040.091483006,31968.0,9792552.0,312693.0,1719098.4074074074,3315833.3243396026,0.0,9792552.0,301984.0,-0.5192084912835178,-1412012.4074074074,-82.13675144806656,0.0,411958.5,411958.5,-617937.75,1029896.25,0,375186.0,272709.0,,325210.14285714284,123444.19022704448,76553.0,432522.0,375186.0,395822.9285714286,334008.4091160364,76553.0,1510892.0,341857.0,615543.2222222222,1560104.994430117,0.0,8190152.0,276818.0,-0.2949995287591829,-358787.22222222225,-58.287806020977285,0.0,397164.0,397164.0,-595746.0,992910.0,0,78860.0,58957.0,,68444.85714285714,25979.36626394485,14658.0,88508.0,78860.0,104987.85714285714,148877.22204392613,14658.0,616868.0,74097.5,79377.77777777778,126935.37648084293,0.0,616868.0,58957.0,0.41612392525426706,-23148.77777777778,-29.162426565174854,2903.0,81106.5,78203.5,-114402.25,198411.75,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,3,37,13,2025
2025-09-14,32419.0,18990.0,51409.0,7609.0,64574.0,72183.0,10619.0,4230.0,141.0,14990.0,Sunday,37,9,197,307086.0,31968.0,,338386.4285714286,133072.44985582487,51409.0,432655.0,387925.0,280812.0,133221.39187025276,31968.0,432655.0,307646.0,1659538.0714285714,3269077.2076750402,0.0,9792552.0,287280.0,-0.7520860318688102,-1608129.0714285714,-96.90215187547557,0.0,411637.25,411637.25,-617455.875,1029093.125,0,256756.0,76553.0,,324585.85714285716,124913.59734156543,72183.0,432522.0,375186.0,293058.0,112255.19257203578,72183.0,432522.0,332209.0,596137.5,1534381.4469529795,0.0,8190152.0,274763.5,-0.50352036820459,-523954.5,-87.8914044303463,0.0,391112.0,391112.0,-586668.0,977780.0,0,56229.0,14658.0,,68492.28571428571,25864.856573571673,14990.0,88508.0,78860.0,61996.57142857143,25329.184659094546,14658.0,88508.0,72597.0,77078.21428571429,125155.46732034761,0.0,616868.0,57593.0,-1.1896946745477786,-62088.21428571429,-80.55117694320036,3002.5,79983.25,76980.75,-112468.625,195454.375,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,3,37,14,2025
2025-09-15,258874.0,194324.0,453198.0,32740.0,294728.0,327468.0,36191.0,16502.0,547.0,53240.0,Monday,38,9,198,51409.0,387925.0,,347711.14285714284,139265.11663186926,51409.0,453198.0,411316.0,290527.5714285714,140820.67681751127,31968.0,453198.0,307646.0,1617940.1379310344,3217976.579405469,0.0,9792552.0,301984.0,-0.38612572196911615,-1164742.1379310344,-71.98915403192389,0.0,412601.0,412601.0,-618901.5,1031502.5,0,72183.0,432522.0,,309578.14285714284,115759.74847420298,72183.0,409268.0,341126.0,291863.14285714284,111756.92470636618,72183.0,432522.0,325380.0,586873.0344827586,1507558.4292071282,0.0,8190152.0,276818.0,-0.21511284111329954,-259405.0344827586,-44.20114355738795,0.0,385060.0,385060.0,-577590.0,962650.0,0,14990.0,83353.0,,64190.42857142857,25482.655538340572,14990.0,88508.0,73206.0,60443.07142857143,25137.263196189644,14658.0,88508.0,68668.5,76256.20689655172,122979.92319839947,0.0,616868.0,56229.0,0.299734299055564,-23016.206896551725,-30.182336638391217,3102.0,78860.0,75758.0,-110535.0,192497.0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,3,38,15,2025
2025-09-16,268318.0,192750.0,461068.0,35219.0,297071.0,332290.0,43328.0,19786.0,732.0,63846.0,Tuesday,38,9,199,453198.0,411316.0,,354818.5714285714,144233.1600140238,51409.0,461068.0,412601.0,301890.71428571426,148049.1376471583,31968.0,461068.0,336959.5,1579377.7333333334,3169053.9913841677,0.0,9792552.0,304535.0,-0.3789575126878501,-1118309.7333333334,-70.80693881277621,0.0,427641.5,427641.5,-641462.25,1069103.75,0,327468.0,409268.0,,298581.28571428574,108115.03207959862,72183.0,385060.0,332290.0,291127.5714285714,111430.79176346719,72183.0,432522.0,325380.0,578386.9333333333,1482067.0536429374,0.0,8190152.0,300055.0,-0.2096651998667155,-246096.93333333335,-42.54876686569879,0.0,382591.5,382591.5,-573887.25,956478.75,0,53240.0,88508.0,,60667.28571428572,23159.163058526832,14990.0,84300.0,63846.0,59539.5,24740.062871476708,14658.0,88508.0,64597.5,75842.53333333334,120862.21875334578,0.0,616868.0,57593.0,0.7127247224290817,-11996.53333333334,-15.81747685805778,3177.5,78269.0,75091.5,-109459.75,190906.25,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,3,38,16,2025
2025-09-17,229446.0,169109.0,398555.0,30672.0,257212.0,287884.0,40067.0,16760.0,582.0,57409.0,Wednesday,38,9,200,461068.0,365713.0,8322222.0,359510.28571428574,145177.66587616026,51409.0,461068.0,412601.0,308344.21428571426,150297.6910315437,31968.0,461068.0,376819.0,1315255.5,2907064.9359183772,0.0,9792552.0,304535.0,-0.43589604722403597,-916700.5,-69.69746965705929,0.0,412279.75,412279.75,-618419.625,1030699.375,0,332290.0,385060.0,8190152.0,284699.0,101176.4134816075,72183.0,375186.0,327468.0,291918.0,111360.70555009789,72183.0,432522.0,325380.0,314978.0,360222.935410455,0.0,1510892.0,282351.0,-0.2598327563154526,-27094.0,-8.601843297489674,0.0,367438.5,367438.5,-551157.75,918596.25,0,63846.0,84300.0,0.0,56825.71428571428,20683.683365673387,14990.0,78860.0,57409.0,58498.142857142855,24481.250555215876,14658.0,88508.0,61401.5,77756.16666666667,120071.88181139613,67.0,616868.0,58183.0,0.4620723223484355,-20347.16666666667,-26.16757726511812,4107.5,78269.0,74161.5,-107134.75,189511.25,0,2,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,38,17,2025
2025-09-18,261427.0,190422.0,451849.0,31672.0,298305.0,329977.0,41918.0,18171.0,509.0,60598.0,Thursday,38,9,201,398555.0,412601.0,0.0,365117.14285714284,148294.2369631676,51409.0,461068.0,432655.0,321149.4285714286,154591.46564946475,31968.0,461068.0,393240.0,1330317.1333333333,2901180.127760969,0.0,9792552.0,307646.0,-0.38735442772774736,-878468.1333333333,-66.03444028325656,7992.0,427641.5,419649.5,-621482.25,1057115.75,0,287884.0,341126.0,0.0,283106.28571428574,100223.36192511521,72183.0,375186.0,327468.0,292395.5,111519.79994791641,72183.0,432522.0,328722.5,325977.23333333334,355277.48592620925,0.0,1510892.0,305588.0,-0.21227830525936356,3999.766666666663,1.227004216130176,18045.75,367438.5,349392.75,-506043.375,891527.625,0,57409.0,73206.0,109.0,55024.57142857143,19536.700999718105,14990.0,78860.0,57409.0,58158.78571428572,24411.809948272054,14658.0,88508.0,59777.5,79772.46666666666,119227.94793160539,67.0,616868.0,59777.5,0.5862498124614044,-19174.46666666666,-24.03614568586714,8328.0,78269.0,69941.0,-96583.5,183180.5,0,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,3,38,18,2025
2025-09-19,252759.0,175286.0,428045.0,30580.0,290866.0,321446.0,39574.0,17195.0,588.0,57357.0,Friday,38,9,202,451849.0,432655.0,0.0,364458.5714285714,147954.1603232714,51409.0,461068.0,428045.0,344989.0,142150.0129944031,31968.0,461068.0,404935.5,1344585.3,2895458.8808356337,0.0,9792552.0,312693.0,-0.40903575602905057,-916540.3,-68.16522673182078,36828.25,431502.5,394674.25,-555183.125,1023513.875,0,329977.0,375186.0,0.0,275429.14285714284,93850.07894230774,72183.0,332290.0,321446.0,301459.14285714284,108059.00402085079,72183.0,432522.0,328722.5,336692.1,349914.06790262484,0.0,1510892.0,322369.0,-0.22191617906164648,-15246.099999999977,-4.528189024366694,73275.5,367438.5,294163.0,-367969.0,808683.0,0,60598.0,78860.0,3404.0,51952.71428571428,16640.084832659384,14990.0,63846.0,57357.0,60393.642857142855,22614.05000166991,14658.0,88508.0,59777.5,81570.9,118440.5980959843,67.0,616868.0,59777.5,0.4600474777307264,-24213.899999999994,-29.684119163584516,14741.0,78269.0,63528.0,-80551.0,173561.0,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,3,38,19,2025
2025-09-20,236817.0,152607.0,389424.0,30035.0,241347.0,271382.0,33355.0,15764.0,258.0,49377.0,Saturday,38,9,203,428045.0,307086.0,0.0,376221.14285714284,145891.3724927606,51409.0,461068.0,428045.0,355915.14285714284,139010.32153757254,31968.0,461068.0,404935.5,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.44421280947908554,-968142.1000000001,-71.31449340515103,62129.5,431502.5,369373.0,-491930.0,985562.0,0,321446.0,256756.0,0.0,277518.5714285714,93527.31955933296,72183.0,332290.0,321446.0,301364.35714285716,108086.74101323835,72183.0,432522.0,328722.5,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.27847584545919574,-74356.16666666669,-21.506434282105737,106053.5,367438.5,261385.0,-286024.0,759516.0,0,57357.0,56229.0,3102.0,50973.857142857145,16547.885538930026,14990.0,63846.0,57357.0,59709.357142857145,22805.001757735838,14658.0,88508.0,59003.5,83113.4,117682.32849867035,67.0,616868.0,59777.5,0.1493117075515192,-33736.399999999994,-40.59031888577671,17759.75,78269.0,60509.25,-73004.125,169032.875,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,3,38,20,2025
2025-09-21,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,1838.0,47.0,4400.0,Sunday,38,9,204,389424.0,51409.0,0.0,368877.0,165008.89902874504,0.0,461068.0,428045.0,353631.71428571426,144879.5638630381,0.0,461068.0,404935.5,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.798910742280577,-1357566.1,-99.99992633881595,62129.5,431502.5,369373.0,-491930.0,985562.0,0,271382.0,72183.0,0.0,267206.71428571426,120134.42251178177,0.0,332290.0,321446.0,295896.28571428574,121445.58729699613,0.0,432522.0,328722.5,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.5850689140573844,-345738.1666666667,-99.99971076461783,106053.5,367438.5,261385.0,-286024.0,759516.0,0,49377.0,14990.0,6218.0,49461.0,20417.558342433415,4400.0,63846.0,57357.0,58976.642857142855,24467.98440539478,4400.0,88508.0,59003.5,83052.8,117723.75165568608,67.0,616868.0,59777.5,-1.602062068808155,-78652.8,-94.70102511865802,17759.75,78269.0,60509.25,-73004.125,169032.875,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,3,38,21,2025
2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,25725.0,14231.0,365.0,40321.0,Monday,39,9,205,0.0,453198.0,0.0,304134.4285714286,209358.79360314537,0.0,461068.0,398555.0,325922.78571428574,172314.89915366127,0.0,461068.0,404935.5,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.798910742280577,-1357566.1,-99.99992633881595,62129.5,431502.5,369373.0,-491930.0,985562.0,0,0.0,327468.0,0.0,220425.57142857142,152229.18858731916,0.0,332290.0,287884.0,265001.85714285716,137913.82616628538,0.0,409268.0,324457.0,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.5850689140573844,-345738.1666666667,-99.99971076461783,106053.5,367438.5,261385.0,-286024.0,759516.0,0,4400.0,53240.0,576.0,47615.42857142857,20602.087085674597,4400.0,63846.0,57357.0,55902.92857142857,23865.693983251414,4400.0,88508.0,57383.0,84377.63333333333,116984.89411840915,67.0,616868.0,59777.5,-0.2033227704864382,-44056.63333333333,-52.21302075288412,29632.0,78269.0,48637.0,-43323.5,151224.5,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,3,39,22,2025
2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,31428.0,17099.0,416.0,48943.0,Tuesday,39,9,206,0.0,461068.0,0.0,238267.57142857142,223788.2672921689,0.0,451849.0,389424.0,296543.0714285714,190717.4375382326,0.0,461068.0,393989.5,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.798910742280577,-1357566.1,-99.99992633881595,62129.5,431502.5,369373.0,-491930.0,985562.0,0,0.0,332290.0,0.0,172955.57142857142,162963.35529177584,0.0,329977.0,271382.0,235768.42857142858,147989.56883495618,0.0,385060.0,304665.0,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.5850689140573844,-345738.1666666667,-99.99971076461783,106053.5,367438.5,261385.0,-286024.0,759516.0,0,40321.0,63846.0,211.0,45486.42857142857,19379.019857027168,4400.0,60598.0,49377.0,53076.857142857145,21975.44774675444,4400.0,84300.0,56793.0,86002.03333333334,116110.96489802576,67.0,616868.0,59777.5,0.13241204285756233,-37059.03333333334,-43.090379370340045,42476.5,78269.0,35792.5,-11212.25,131957.75,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,3,39,23,2025
2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,38887.0,17279.0,407.0,56573.0,Wednesday,39,9,207,0.0,398555.0,0.0,181331.14285714287,226889.91787976937,0.0,451849.0,0.0,270420.71428571426,205023.61240202293,0.0,461068.0,393989.5,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.798910742280577,-1357566.1,-99.99992633881595,62129.5,431502.5,369373.0,-491930.0,985562.0,0,0.0,287884.0,0.0,131829.2857142857,165432.67380087267,0.0,329977.0,0.0,208264.14285714287,153778.02199817277,0.0,375186.0,279633.0,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.5850689140573844,-345738.1666666667,-99.99971076461783,106053.5,367438.5,261385.0,-286024.0,759516.0,0,48943.0,57409.0,2704.0,45367.0,19295.694588862883,4400.0,60598.0,49377.0,51096.357142857145,20115.797445357275,4400.0,78860.0,56401.0,87797.66666666667,115191.25110316598,67.0,616868.0,59777.5,0.4295190511868043,-31224.66666666667,-35.563941745508664,49051.5,78269.0,29217.5,5225.25,122095.25,0,2,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,39,24,2025
2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,36548.0,16414.0,362.0,53324.0,Thursday,39,9,208,0.0,451849.0,0.0,116781.28571428571,199753.38668364013,0.0,428045.0,0.0,240949.2142857143,212531.0873275817,0.0,461068.0,348255.0,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.798910742280577,-1357566.1,-99.99992633881595,62129.5,431502.5,369373.0,-491930.0,985562.0,0,0.0,329977.0,0.0,84689.71428571429,145355.47627536868,0.0,321446.0,0.0,183898.0,158072.4264170851,0.0,375186.0,264069.0,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.5850689140573844,-345738.1666666667,-99.99971076461783,106053.5,367438.5,261385.0,-286024.0,759516.0,0,56573.0,60598.0,191.0,44327.857142857145,18518.975587475932,4400.0,57357.0,49377.0,49676.21428571428,19111.574814065727,4400.0,78860.0,54776.5,89568.76666666666,114202.04530195844,67.0,616868.0,59777.5,0.30300520189955565,-36244.76666666666,-40.465402574455,50342.75,78269.0,27926.25,8453.375,120158.375,0,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,3,39,25,2025
2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,25701.0,11721.0,231.0,37653.0,Friday,39,9,209,0.0,428045.0,0.0,55632.0,147188.43693718797,0.0,389424.0,0.0,210045.2857142857,213962.19946898497,0.0,461068.0,179247.5,1357566.1,2890090.9795527356,0.0,9792552.0,341446.5,-0.798910742280577,-1357566.1,-99.99992633881595,62129.5,431502.5,369373.0,-491930.0,985562.0,0,0.0,321446.0,0.0,38768.857142857145,102572.75461419579,0.0,271382.0,0.0,157099.0,154919.9201970047,0.0,332290.0,164469.5,345738.1666666667,344373.7290164511,0.0,1510892.0,322369.0,-0.5850689140573844,-345738.1666666667,-99.99971076461783,106053.5,367438.5,261385.0,-286024.0,759516.0,0,53324.0,57357.0,67.0,41513.0,17687.31160088136,4400.0,56573.0,48943.0,46732.857142857145,17364.54657255221,4400.0,63846.0,53282.0,90821.63333333333,113389.57832804846,4400.0,616868.0,59777.5,-0.30721287510274453,-53168.63333333333,-58.541171271918635,50342.75,78269.0,27926.25,8453.375,120158.375,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,3,39,26,2025
2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,4838.0,114.0,13592.0,Saturday,39,9,210,0.0,389424.0,8641679.0,0.0,0.0,0.0,0.0,0.0,188110.57142857142,218931.6673463076,0.0,461068.0,25704.5,1069510.1333333333,2549655.4737550626,0.0,9792552.0,312693.0,-0.798910742280577,-1069510.1333333333,-99.99990649933706,36828.25,424184.0,387355.75,-544205.375,1005217.625,0,0.0,271382.0,907282.0,0.0,0.0,0.0,0.0,0.0,138759.2857142857,157392.7249395989,0.0,332290.0,36091.5,315495.43333333335,333009.75482322904,0.0,1510892.0,304665.0,-0.5850689140573844,-315495.43333333335,-99.99968303920605,73275.5,343794.0,270518.5,-332502.25,749571.75,0,37653.0,49377.0,257438.0,36400.857142857145,20049.304488590024,4400.0,56573.0,40321.0,43687.357142857145,19211.66694648443,4400.0,63846.0,51308.5,82693.43333333333,109714.37388861708,4400.0,616868.0,58183.0,-1.244131843308497,-69101.43333333333,-83.56237602450467,49051.5,76119.25,27067.75,8449.875,116720.875,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,3,39,27,2025
